CO2_intercept,CO2_slope,CO2_mean,CO2_std_dev,CO2_pvalue,CO2_rsquared,CO2_filtered_flux_period_sec,CO2_exp_t0_slope,CO2_exp_Cmax,CO2_exp_alpha,CO2_exp_pvalue,CO2_exp_rsquared,CO2_exp_iters,CO2_Exp_fit_status,initial_LICORCO2_reg_start_time,initial_LICORCO2_reg_end_time,filtered_LICORCO2_reg_start_time,filtered_LICORCO2_reg_end_time,CO2_ppm_start,CO2_ppm_end,peak_time_fDOY,chamber_no,chamber_names,simple_chamber_name,LICOR_CO2_filename,peak_repeated_flag,peak_fell_out_of_window,LICOR_preceeding_max_CO2ppm,LICOR_CO2_file_small_or_does_not_exist
-4963.501163459907,598.9726774460788,583.2805460750853,13.619383234962617,2.2026838063202012e-281,0.9879715090042354,281.00000472839923,663.973459149762,816.569829047341,2.5888950042041827,1.0506073948762982e-8,0.9940985887398892,33,Success,09:13:24,09:18:05,09:13:24,09:18:05,560.1,608,124.387685185164,1,QUI-02_12_23_1,12-A1,12A1,FALSE,FALSE,561.6,FALSE
-4997.690723446481,594.7014360351437,576.0192028985507,12.943247902725565,5.262922913966542e-260,0.9869067026109637,260.9999961241684,604.5660146628571,1224.2005321614442,0.9039556423632131,0.08379383188418009,0.9936255932172516,53,Success,09:20:14,09:24:35,09:20:14,09:24:35,555.4,597.3,124.392187500024,2,QUI-02_12_23_2,12-A2,12A2,FALSE,TRUE,609.19,FALSE
-9770.87027184873,1093.9343181687416,604.6737913486005,24.678667564981787,0,0.9970069401799312,280.0000057322841,1077.0831150301851,9860.622688928812,0.11584500157365246,0.5710291230030542,0.9985123408348746,95,Success,09:26:44,09:31:24,09:26:44,09:31:24,563,643.1,124.396932870361,3,QUI-02_12_24_1,12-B1,12B1,FALSE,TRUE,599.63,FALSE
-9996.285221595983,1104.814989612754,585.3253012048193,22.009910392778192,0,0.9967909274113795,249.99999999634284,955.9307709605011,278.0474764603122,-3.5202426348315283,4.7753499486496136e-27,0.9980528234460462,12,Success,09:32:06,09:36:45,09:32:06,09:36:45,524.5,623,124.400648148144,4,QUI-02_12_24_2,12-B2,12B2,FALSE,TRUE,649.4818181818182,FALSE
-9283.76203776419,1001.9468026238247,581.4142857142857,22.66073324428914,0,0.9970203156195759,280.9999975579558,1159.2081125892628,863.5884914564069,3.594572033730888,6.63020497675579e-63,0.9987752172701787,29,Success,09:48:29,09:53:10,09:48:29,09:53:10,541.1,619.9,124.412037037052,5,QUI-02_10_21_1,10-A1,10A1,FALSE,FALSE,549.6272727272727,FALSE
-9615.45093897435,1024.3268894511345,581.7980821917808,23.401233217335516,0,0.9975780302180884,280.9999975579558,1064.3527821844586,1527.79560990291,1.081334480694723,8.665889888266461e-10,0.9988811989965626,63,Success,09:55:05,09:59:46,09:55:05,09:59:46,543.5,622.7,124.416631944412,6,QUI-02_10_21_2,10-A2,10A2,FALSE,TRUE,623.2272727272727,FALSE
-8723.507176479981,921.2190831968713,586.4169054441261,20.755951248624726,0,0.9963526064775341,278.0000005694376,1014.4881877509882,959.5782717906554,2.4793305453668433,8.779349636832315e-29,0.9984157370555339,34,Success,10:04:06,10:08:45,10:04:06,10:08:45,550.4,620.5,124.42285879632,7,QUI-02_10_22_1,10-B1,10B1,FALSE,FALSE,556.9636363636364,FALSE
-9298.809498214303,968.3823725195145,603.7604456824513,22.502529859554503,0,0.9970841325745454,279.999998561879,1228.126246360085,781.8779969409383,5.5829504015795886,1.9714810303654283e-70,0.9981528154253638,11,Success,10:11:13,10:15:53,10:11:13,10:15:53,561.9,641.6,124.42781250003,8,QUI-02_10_22_2,10-B2,10B2,FALSE,FALSE,625.9090909090909,FALSE
-58322.85983764399,5634.2318441169355,887.5784735812133,128.45820853346143,0,0.9996481371031811,281.99999655396226,5975.041297572348,4642.029983586296,1.5016703792779267,2.0485164591962785e-168,0.9999281808759862,27,Success,10:28:12,10:32:54,10:28:12,10:32:54,663.1,1105.1,124.439629629665,9,QUI-02_5_15_1,5-A1,5A1,FALSE,FALSE,659.64,FALSE
-58290.260590743375,5579.907720883806,961.735145631068,126.02319928683934,0,0.9995412596087327,280.9999975579174,5969.345887392609,4163.993210761082,1.7434890251638973,7.29540457052765e-200,0.999929003916151,27,Success,10:34:48,10:39:29,10:34:48,10:39:29,740.2,1176.4,124.444212962961,10,QUI-02_5_15_2,5-A2,5A2,FALSE,TRUE,1117.3899999999999,FALSE
-2256.5626488129496,257.86271385012907,550.5004273504273,8.65423311966746,1.544067392571943e-211,0.9843801396448739,399.00000099816,270.3784450025705,757.3492257163444,1.2298357846000343,0.003736264902876458,0.9926401077021594,27,Success,10:50:07,10:56:47,10:50:07,10:56:47,537.5,564.2,124.456226851823,11,QUI-02_5_16_1,5-B1,5B1,FALSE,FALSE,639.34,FALSE
-2359.1855584872173,263.15875215893175,539.5333333333333,6.282212000939678,2.090188405972434e-109,0.9492970014028964,278.99999956584054,242.04084827048294,8981.749970147306,0.028642362137582564,0.9848040849482131,0.9743298032194878,91,Success,10:58:47,11:03:26,10:58:47,11:03:26,531.3,549.4,124.460844907391,12,QUI-02_5_16_2,5-B2,5B2,FALSE,FALSE,590.82,FALSE
-10995.277076635535,1031.660561795014,600.510824742268,23.48092934125256,0,0.9954092705846469,279.999998561879,1241.0371717832681,815.6440502748485,4.835635856175902,2.134930568102803e-97,0.9987794205650605,27,Success,11:12:08,11:16:48,11:12:08,11:16:48,559,638.4,124.470127314775,13,QUI-02_6_17_1,6-A1,6A1,FALSE,FALSE,703.02,FALSE
-10703.523470075763,993.3411478713757,575.8749326145553,22.85711296667019,0,0.9974932319416305,279.999998561879,1172.0698549737217,833.447671614654,3.923276953554104,1.911633457345802e-65,0.998739779418421,25,Success,11:18:59,11:23:39,11:18:59,11:23:39,534.7,615.4,124.474872685195,14,QUI-02_6_17_2,6-A2,6A2,FALSE,FALSE,642.2181818181818,FALSE
-11102.79183620071,1009.6616956636229,584.4795698924731,22.806727191891092,0,0.995750234985302,278.00000056944396,1130.2299225472404,919.0696765548014,3.014994258630078,1.3416881470786246e-40,0.998405875653043,33,Success,11:32:13,11:36:53,11:32:13,11:36:53,544.2,622.4,124.484074074059,15,QUI-02_6_18_1,6-B1,6B1,FALSE,TRUE,746.04,FALSE
-10569.752596181133,955.1475187827532,599.8869806094183,21.70991381379486,0,0.9942050148691793,278.99999956547606,1239.8893435512723,745.5488908578112,6.6930999576291965,5.675527355334466e-109,0.998393950832162,24,Success,11:39:24,11:44:03,11:39:24,11:44:03,560.3,636.5,124.489050925894,16,QUI-02_6_18_2,6-B2,6B2,FALSE,TRUE,625.83,FALSE
-5609.009705513852,521.2515952781736,605.3837638376384,11.981514861387538,1.4028116034625604e-267,0.9893901233537318,281.00000472839923,607.8052023506526,738.5703873536808,3.944983930983361,1.183805114830495e-19,0.995258077044151,11,Success,11:53:03,11:57:44,11:53:03,11:57:44,584.5,625.2,124.498553240713,17,QUI-02_15_27_1,15-A1,15A1,FALSE,FALSE,589.4,FALSE
-6599.756397652732,593.3289021492712,543.1630718954249,13.693939393260418,4.8832399514e-314,0.9911377561644171,281.00000472839923,682.5653222453225,698.0365425882956,3.8316973728565578,3.9254972788853195e-27,0.9966053650138148,24,Success,12:00:04,12:04:45,12:00:04,12:04:45,519.9,566.2,124.503425925903,18,QUI-02_15_27_2,15-A2,15A2,FALSE,TRUE,629.41,FALSE
-10964.034749700591,946.8628162637316,562.6753351206435,21.545047399059367,0,0.9916625241601393,281.9999965543204,1248.5667966044496,695.3738051622362,7.226597778708607,2.921443421253469e-110,0.9979808603088781,18,Success,12:08:07,12:12:49,12:08:07,12:12:49,522.6,600.5,124.509016203713,19,QUI-02_15_28_1,15-B1,15B1,FALSE,FALSE,567.6800000000001,FALSE
-12513.860863663873,1065.2520345422697,577.2565333333333,24.117678379354473,0,0.9975563594709435,281.00000472839923,1136.4493789423843,1179.3729299218578,1.7652953799724516,3.806284572276399e-26,0.999010898177272,36,Success,12:15:03,12:19:44,12:15:03,12:19:44,535.6,619.3,124.513831018508,20,QUI-02_15_28_2,15-B2,15B2,FALSE,TRUE,603.94,FALSE
-12462.063517475439,1037.045935508518,546.238144329897,23.443489449763707,0,0.9963478743801155,280.0000057323608,1202.773136900169,814.4294729989422,3.879544500287793,9.947234767966775e-77,0.9988624355982743,26,Success,12:30:19,12:34:59,12:30:19,12:34:59,504.4,584.5,124.524421296277,21,QUI-02_7_19_1,7-A1,7A1,FALSE,FALSE,515.4,FALSE
-11131.426103104945,923.7628482879114,550.7470422535212,21.37286576349876,0,0.9965175087775878,281.9999965543204,1139.7889089718,740.9902350037029,4.95581435861157,2.5818663132483228e-68,0.998216255382433,26,Success,12:36:25,12:41:07,12:36:25,12:41:07,511,586.4,124.528668981513,22,QUI-02_7_19_2,7-A2,7A2,FALSE,FALSE,588.76,FALSE
-34761.05888224161,2779.6209003114323,722.227731092437,62.86662998928479,0,0.9988925876091947,280.0000057323608,3157.3263258854713,1591.4473771245284,3.218978201421664,2.6314310512724304e-177,0.9997605961056235,37,Success,12:43:38,12:48:18,12:43:38,12:48:18,610.6,828.1,124.533668981474,23,QUI-02_7_20_1,7-B1,7B1,FALSE,TRUE,609.11,FALSE
-34052.62216397436,2700.9711970875196,724.117697228145,60.91859783520365,0,0.9988429693918953,280.0000057323608,2983.9835237420248,1770.7717471577173,2.5806939684179664,2.7169635330854088e-148,0.9997657224025313,27,Success,12:50:11,12:54:51,12:50:11,12:54:51,614.5,824.8,124.538217592583,24,QUI-02_7_20_2,7-B2,7B2,FALSE,FALSE,836.51,FALSE
-9340.961898948191,754.8025652806089,568.7136222910217,17.260774838296907,1.4401534668015011e-229,0.961755871525845,279.999998561879,766.8746517935822,3192.459562575617,0.2889984693048431,0.6960184793386276,0.9806787472789033,95,Success,13:05:23,13:10:03,13:05:23,13:10:03,538.9,597.9,124.548761574102,25,QUI-02_13_25_1,13-A1,13A1,FALSE,FALSE,538.63,FALSE
-9770.973493915635,779.1311172794523,545.0002985074627,18.008890849000814,0,0.9962527042115668,279.00000673595787,831.3232218604866,986.0316224790431,1.7622800385772706,8.336716242262087e-15,0.998341781502981,34,Success,13:12:06,13:16:45,13:12:06,13:16:45,514.3,575.9,124.553425925919,26,QUI-02_13_25_2,13-A2,13A2,FALSE,FALSE,602.14,FALSE
-11721.551656141759,929.2179193964229,683.4051630434783,21.408214840187963,0,0.9940535351595108,279.999998561879,1259.669560758932,808.780255412844,7.63527464305807,7.553409272049068e-102,0.9978312155518508,24,Success,13:18:44,13:23:24,13:18:44,13:23:24,643.8,717.7,124.558032407424,27,QUI-02_13_26_1,13-B1,13B1,FALSE,FALSE,645.17,FALSE
-12549.496987556666,974.0530743626659,567.3825966850828,22.126999360911388,0,0.9968882550284451,279.9999985618854,1057.4106964443833,1017.1726666570737,2.1678350771298773,9.434823215224512e-27,0.9986735073977222,38,Success,13:25:42,13:30:22,13:25:42,13:30:22,529.4,605.8,124.562881944406,28,QUI-02_13_26_2,13-B2,13B2,FALSE,FALSE,721.6800000000001,FALSE
